entry,name,area,mean,min,max,intden,rawintden,norm_density,genotype,clone
7,20230722_WT-CHX_DAPI_Phal__Puro_60x_001.tiff:0016-1384-1136:18,9.173e-7,791.693,441,1484,7.262e-4,6187875,0.3116684475321258,CHX,NA
8,20230722_WT-CHX_DAPI_Phal__Puro_60x_001.tiff:0010-1319-0952:12,6.891e-7,923.627,547,1633,6.365e-4,5423536,0.39776868721684344,CHX,NA
9,20230722_WT-CHX_DAPI_Phal__Puro_60x_001.tiff:0013-1137-1110:15,1.121e-6,816.485,527,2255,9.152e-4,7798246,0.32780275817702603,CHX,NA
10,20230722_WT-CHX_DAPI_Phal__Puro_60x_001.tiff:0028-1227-1214:30,9.164e-7,730.403,441,1540,6.693e-4,5702987,0.27166970136664875,CHX,NA
11,20230722_WT-CHX_DAPI_Phal__Puro_60x_001.tiff:0031-1451-1333:33,8.898e-7,717.163,414,1274,6.382e-4,5437527,0.26307306162916305,CHX,NA
12,20230722_WT-CHX_DAPI_Phal__Puro_60x_001.tiff:0025-1178-1377:27,8.358e-7,704.965,400,1165,5.892e-4,5020761,0.25512517455789663,CHX,NA
13,20230722_WT-CHX_DAPI_Phal__Puro_60x_001.tiff:0028-1079-1358:30,8.658e-7,710.661,409,1303,6.153e-4,5242548,0.25880101141633916,CHX,NA
14,20230722_WT-CHX_DAPI_Phal__Puro_60x_001.tiff:0025-1107-0955:27,6.971e-7,797.939,463,1644,5.563e-4,4739755,0.31576391576558344,CHX,NA
15,20230722_WT-CHX_DAPI_Phal__Puro_60x_001.tiff:0013-0978-1069:15,1.158e-6,842.395,501,1495,9.757e-4,8313592,0.3448556390915945,CHX,NA
16,20230722_WT-CHX_DAPI_Phal__Puro_60x_001.tiff:0016-0949-0978:18,7.912e-7,814.942,477,1592,6.448e-4,5494337,0.32686882497553327,CHX,NA
17,20230722_WT-CHX_DAPI_Phal__Puro_60x_001.tiff:0013-0993-0827:15,8.202e-7,1002.668,563,2026,8.224e-4,7007647,0.44931671723355393,CHX,NA
18,20230722_WT-CHX_DAPI_Phal__Puro_60x_001.tiff:0022-0791-1271:24,7.341e-7,872.215,480,1631,6.403e-4,5455702,0.36418957433160026,CHX,NA
19,20230722_WT-CHX_DAPI_Phal__Puro_60x_001.tiff:0034-0885-1660:36,8.975e-7,602.301,355,1021,5.405e-4,4605792,0.18811602982360656,CHX,NA
20,20230722_WT-CHX_DAPI_Phal__Puro_60x_001.tiff:0037-1075-1789:39,6.308e-7,574.798,341,923,3.626e-4,3089537,0.17020308415827648,CHX,NA
21,20230722_WT-CHX_DAPI_Phal__Puro_60x_001.tiff:0037-1370-1726:39,8.454e-7,636.249,390,1525,5.379e-4,4582903,0.2102540795639509,CHX,NA
22,20230722_WT-CHX_DAPI_Phal__Puro_60x_001.tiff:0040-0617-1072:42,1.051e-6,729.14,454,1257,7.662e-4,6528723,0.27080193935707964,CHX,NA
23,20230722_WT-CHX_DAPI_Phal__Puro_60x_001.tiff:0052-0230-1058:54,8.078e-7,655.38,408,1337,5.294e-4,4510982,0.2227546489117164,CHX,NA
24,20230722_WT-CHX_DAPI_Phal__Puro_60x_001.tiff:0052-0222-1199:54,6.198e-7,576.882,392,1027,3.575e-4,3046516,0.17154379656878177,CHX,NA
25,20230722_WT-CHX_DAPI_Phal__Puro_60x_001.tiff:0055-0116-1274:57,8.116e-7,584.781,371,923,4.746e-4,4043760,0.17668305322801947,CHX,NA
26,20230722_WT-CHX_DAPI_Phal__Puro_60x_001.tiff:0055-0239-1577:57,4.845e-7,544.303,365,942,2.637e-4,2246883,0.1502780195043587,CHX,NA
1,20230722_WT-CHX_DAPI_Phal__Puro_60x_002.tiff:0026-1310-0552:27,6.86e-7,909.289,532,1611,6.238e-4,5314797,0.38835684919236485,CHX,NA
2,20230722_WT-CHX_DAPI_Phal__Puro_60x_002.tiff:0029-1333-0758:30,5.592e-7,1108.691,637,2078,6.2e-4,5282913,0.5184779022877651,CHX,NA
3,20230722_WT-CHX_DAPI_Phal__Puro_60x_002.tiff:0044-1465-0828:45,7.259e-7,854.935,534,1527,6.206e-4,5287774,0.3529067859395313,CHX,NA
4,20230722_WT-CHX_DAPI_Phal__Puro_60x_002.tiff:0026-1299-1059:27,9.749e-7,1065.582,519,1561,0.001,8851789,0.49033855217511785,CHX,NA
5,20230722_WT-CHX_DAPI_Phal__Puro_60x_002.tiff:0032-1246-0951:33,6.747e-7,1024.07,630,2105,6.909e-4,5887380,0.4632566701970055,CHX,NA
6,20230722_WT-CHX_DAPI_Phal__Puro_60x_002.tiff:0032-1249-0846:33,5.128e-7,990.235,608,1638,5.077e-4,4326336,0.44111525689114045,CHX,NA
7,20230722_WT-CHX_DAPI_Phal__Puro_60x_002.tiff:0029-1030-0654:30,8.091e-7,1030.025,578,2423,8.334e-4,7100989,0.46712121845404414,CHX,NA
8,20230722_WT-CHX_DAPI_Phal__Puro_60x_002.tiff:0029-1057-0569:30,7.388e-7,1068.157,588,1811,7.891e-4,6724046,0.4919934993377405,CHX,NA
9,20230722_WT-CHX_DAPI_Phal__Puro_60x_002.tiff:0026-0966-0415:27,6.307e-7,906.233,373,2338,5.716e-4,4870096,0.3863828478963116,CHX,NA
10,20230722_WT-CHX_DAPI_Phal__Puro_60x_002.tiff:0026-0255-1394:27,1.314e-6,645.794,374,1196,8.483e-4,7228367,0.21638234680122234,CHX,NA
11,20230722_WT-CHX_DAPI_Phal__Puro_60x_002.tiff:0014-0570-1494:15,6.913e-7,1031.908,566,1974,7.133e-4,6077937,0.4683181232739508,CHX,NA
12,20230722_WT-CHX_DAPI_Phal__Puro_60x_002.tiff:0014-0520-1312:15,7.121e-7,989.401,607,2531,7.046e-4,6003683,0.4406760154108834,CHX,NA
13,20230722_WT-CHX_DAPI_Phal__Puro_60x_002.tiff:0011-0887-1472:12,7.725e-7,1121.615,655,2006,8.664e-4,7382473,0.5268474417083615,CHX,NA
14,20230722_WT-CHX_DAPI_Phal__Puro_60x_002.tiff:0014-0844-1113:15,9.388e-7,1182.387,576,2095,0.001,9457910,0.5664917800950007,CHX,NA
15,20230722_WT-CHX_DAPI_Phal__Puro_60x_002.tiff:0008-0717-1180:9,8.051e-7,1017.28,610,1640,8.19e-4,6978542,0.4588163590535226,CHX,NA
16,20230722_WT-CHX_DAPI_Phal__Puro_60x_002.tiff:0020-0725-0984:21,8.936e-7,906.23,546,1915,8.098e-4,6900037,0.38637409368625064,CHX,NA
17,20230722_WT-CHX_DAPI_Phal__Puro_60x_002.tiff:0014-1063-1194:15,7.361e-7,1025.753,604,1714,7.55e-4,6433525,0.46433547850889767,CHX,NA
18,20230722_WT-CHX_DAPI_Phal__Puro_60x_002.tiff:0017-0961-0993:18,1.154e-6,1041.811,643,1933,0.001,10239965,0.47455057405674816,CHX,NA
19,20230722_WT-CHX_DAPI_Phal__Puro_60x_002.tiff:0020-1115-0873:21,9.057e-7,1182.996,685,2780,0.001,9129183,0.5668922417416529,CHX,NA
20,20230722_WT-CHX_DAPI_Phal__Puro_60x_002.tiff:0029-0179-1843:30,1.143e-6,702.35,429,1342,8.027e-4,6839482,0.2533389400409941,CHX,NA
21,20230722_WT-CHX_DAPI_Phal__Puro_60x_002.tiff:0017-0324-1619:18,8.558e-7,844.166,434,2619,7.224e-4,6155660,0.3458971011982945,CHX,NA
22,20230722_WT-CHX_DAPI_Phal__Puro_60x_002.tiff:0020-0118-1659:21,9.149e-7,650.678,423,1053,5.953e-4,5072682,0.21971089893370252,CHX,NA
23,20230722_WT-CHX_DAPI_Phal__Puro_60x_002.tiff:0020-0079-1763:21,6.065e-7,617.389,394,1050,3.745e-4,3190665,0.1979899477819156,CHX,NA
1,20230722_WT-CHX_DAPI_Phal__Puro_60x_003.tiff:0020-1941-1040:21,7.042e-7,554.343,336,1029,3.903e-4,3326059,0.15683435302849297,CHX,NA
2,20230722_WT-CHX_DAPI_Phal__Puro_60x_003.tiff:0023-1892-1152:24,5.705e-7,448.937,280,809,2.561e-4,2182283,0.08809264778671562,CHX,NA
3,20230722_WT-CHX_DAPI_Phal__Puro_60x_003.tiff:0032-1800-1041:33,7.562e-7,554.201,323,1116,4.191e-4,3570715,0.15673827830575746,CHX,NA
4,20230722_WT-CHX_DAPI_Phal__Puro_60x_003.tiff:0023-1688-1149:24,5.958e-7,573.323,334,1077,3.416e-4,2910759,0.16925809105849385,CHX,NA
5,20230722_WT-CHX_DAPI_Phal__Puro_60x_003.tiff:0035-1603-1331:36,5.696e-7,487.92,315,812,2.779e-4,2367876,0.11349862363423556,CHX,NA
6,20230722_WT-CHX_DAPI_Phal__Puro_60x_003.tiff:0032-1560-1035:33,8.822e-7,612.001,326,1072,5.399e-4,4600411,0.1944623740592832,CHX,NA
7,20230722_WT-CHX_DAPI_Phal__Puro_60x_003.tiff:0023-1496-1166:24,1.12e-6,610.939,352,1111,6.841e-4,5828968,0.19367638166331355,CHX,NA
8,20230722_WT-CHX_DAPI_Phal__Puro_60x_003.tiff:0038-1404-1377:39,9.249e-7,538.784,315,1025,4.983e-4,4246155,0.14671101413315113,CHX,NA
9,20230722_WT-CHX_DAPI_Phal__Puro_60x_003.tiff:0047-1881-1423:48,1.077e-6,333.266,228,896,3.588e-4,3057384,0.012579681781258529,CHX,NA
10,20230722_WT-CHX_DAPI_Phal__Puro_60x_003.tiff:0029-1200-0971:30,8.044e-7,681.194,394,1466,5.479e-4,4668901,0.23959035990409663,CHX,NA
11,20230722_WT-CHX_DAPI_Phal__Puro_60x_003.tiff:0017-1140-1391:18,6.828e-7,583.475,330,1212,3.984e-4,3394658,0.17585766780279935,CHX,NA
12,20230722_WT-CHX_DAPI_Phal__Puro_60x_003.tiff:0017-1139-1111:18,6.321e-7,602.306,350,1019,3.807e-4,3244019,0.18814111918695609,CHX,NA
13,20230722_WT-CHX_DAPI_Phal__Puro_60x_003.tiff:0017-1107-1217:18,9.205e-7,628.065,378,1076,5.781e-4,4925911,0.2049225517031402,CHX,NA
14,20230722_WT-CHX_DAPI_Phal__Puro_60x_003.tiff:0017-1009-1247:18,9.593e-7,650.76,426,1074,6.243e-4,5319312,0.2197470710993207,CHX,NA
15,20230722_WT-CHX_DAPI_Phal__Puro_60x_003.tiff:0035-0973-1777:36,9.487e-7,464.735,289,812,4.409e-4,3756915,0.0984162132164271,CHX,NA
16,20230722_WT-CHX_DAPI_Phal__Puro_60x_003.tiff:0023-1158-1728:24,4.813e-7,493.654,298,1095,2.376e-4,2024475,0.11726339238160535,CHX,NA
17,20230722_WT-CHX_DAPI_Phal__Puro_60x_003.tiff:0032-1018-1460:33,7.381e-7,534.299,328,983,3.944e-4,3360207,0.14376946543279817,CHX,NA
18,20230722_WT-CHX_DAPI_Phal__Puro_60x_003.tiff:0035-1011-1027:36,7.33e-7,645.453,405,1315,4.731e-4,4031500,0.21630270607643132,CHX,NA
19,20230722_WT-CHX_DAPI_Phal__Puro_60x_003.tiff:0026-0641-1070:27,1.129e-6,633.966,381,1111,7.161e-4,6101292,0.20896555464455951,CHX,NA
20,20230722_WT-CHX_DAPI_Phal__Puro_60x_003.tiff:0020-0807-1189:21,6.026e-7,652.848,416,1156,3.934e-4,3352377,0.22113992397409893,CHX,NA
21,20230722_WT-CHX_DAPI_Phal__Puro_60x_003.tiff:0017-0733-1577:18,6.546e-7,535.29,320,907,3.504e-4,2985847,0.1444447727619914,CHX,NA
22,20230722_WT-CHX_DAPI_Phal__Puro_60x_003.tiff:0026-0524-1177:27,8.547e-7,646.846,383,1181,5.529e-4,4710983,0.21721028916136415,CHX,NA
23,20230722_WT-CHX_DAPI_Phal__Puro_60x_003.tiff:0029-0506-1287:30,8.02e-7,615.39,358,1070,4.936e-4,4205575,0.1966943591678063,CHX,NA
24,20230722_WT-CHX_DAPI_Phal__Puro_60x_003.tiff:0026-0602-1380:27,8.38e-7,632.982,395,1106,5.304e-4,4519489,0.20812569765892902,CHX,NA
25,20230722_WT-CHX_DAPI_Phal__Puro_60x_003.tiff:0032-0316-0755:33,9.029e-7,689.921,356,1828,6.229e-4,5307565,0.24526675906421425,CHX,NA
26,20230722_WT-CHX_DAPI_Phal__Puro_60x_003.tiff:0032-0383-0985:33,7.576e-7,716.633,411,1333,5.429e-4,4625865,0.2626897044583213,CHX,NA
27,20230722_WT-CHX_DAPI_Phal__Puro_60x_003.tiff:0035-0321-1397:36,7.829e-7,569.87,370,944,4.462e-4,3801604,0.16698710371635303,CHX,NA
28,20230722_WT-CHX_DAPI_Phal__Puro_60x_003.tiff:0038-0315-1520:39,5.605e-7,478.891,306,821,2.684e-4,2287185,0.1076446062257385,CHX,NA
29,20230722_WT-CHX_DAPI_Phal__Puro_60x_003.tiff:0032-0231-1238:33,7.996e-7,576.919,335,1097,4.613e-4,3930548,0.17156842749489534,CHX,NA
30,20230722_WT-CHX_DAPI_Phal__Puro_60x_003.tiff:0032-0132-1158:33,8.175e-7,560.934,295,947,4.586e-4,3907468,0.1611675234342706,CHX,NA
