gene_id,RBP,gene_name,phenotype,is_phenotype
FBgn0000273,imp_targets,NA,pheno_Underproliferation,FALSE
FBgn0000273,imp_targets,NA,pheno_Overproliferation,FALSE
FBgn0000289,imp_targets,NA,pheno_NB_larger,FALSE
FBgn0000289,imp_targets,NA,pheno_NB_smaller,FALSE
FBgn0000289,imp_targets,NA,pheno_NB_less,FALSE
FBgn0000289,imp_targets,NA,pheno_NB_more,FALSE
FBgn0000289,imp_targets,NA,pheno_NB_abnormalshape,FALSE
FBgn0000289,imp_targets,NA,pheno_GMC_larger,FALSE
FBgn0000289,imp_targets,NA,pheno_GMC_smaller,FALSE
FBgn0000289,imp_targets,NA,pheno_GMC_shorterlineage,FALSE
FBgn0000289,imp_targets,NA,pheno_GMC_longerlineage,FALSE
FBgn0000289,imp_targets,NA,pheno_GMC_abnormalshape,FALSE
FBgn0000289,imp_targets,NA,pheno_GFP_aggregatenumber,FALSE
FBgn0000289,imp_targets,NA,pheno_GFP_aggregatesize,FALSE
FBgn0000289,imp_targets,NA,pheno_Underproliferation,FALSE
FBgn0000289,imp_targets,NA,pheno_Overproliferation,FALSE
FBgn0000299,imp_targets,NA,pheno_NB_larger,FALSE
FBgn0000299,imp_targets,NA,pheno_NB_smaller,FALSE
FBgn0000299,imp_targets,NA,pheno_NB_less,FALSE
FBgn0000299,imp_targets,NA,pheno_NB_more,FALSE
FBgn0000299,imp_targets,NA,pheno_NB_abnormalshape,FALSE
FBgn0000299,imp_targets,NA,pheno_GMC_larger,FALSE
FBgn0000299,imp_targets,NA,pheno_GMC_smaller,FALSE
FBgn0000299,imp_targets,NA,pheno_GMC_shorterlineage,FALSE
FBgn0000299,imp_targets,NA,pheno_GMC_longerlineage,FALSE
FBgn0000299,imp_targets,NA,pheno_GMC_abnormalshape,FALSE
FBgn0000299,imp_targets,NA,pheno_GFP_aggregatenumber,FALSE
FBgn0000299,imp_targets,NA,pheno_GFP_aggregatesize,FALSE
FBgn0000299,imp_targets,NA,pheno_Underproliferation,FALSE
FBgn0000299,imp_targets,NA,pheno_Overproliferation,FALSE
FBgn0000308,imp_targets,NA,pheno_NB_larger,FALSE
FBgn0000308,imp_targets,NA,pheno_NB_smaller,FALSE
FBgn0000308,imp_targets,NA,pheno_NB_less,FALSE
FBgn0000308,imp_targets,NA,pheno_NB_more,FALSE
FBgn0000308,imp_targets,NA,pheno_NB_abnormalshape,FALSE
FBgn0000308,imp_targets,NA,pheno_GMC_larger,FALSE
FBgn0000308,imp_targets,NA,pheno_GMC_smaller,FALSE
FBgn0000308,imp_targets,NA,pheno_GMC_shorterlineage,FALSE
FBgn0000308,imp_targets,NA,pheno_GMC_longerlineage,FALSE
FBgn0000308,imp_targets,NA,pheno_GMC_abnormalshape,FALSE
FBgn0000308,imp_targets,NA,pheno_GFP_aggregatenumber,FALSE
FBgn0000308,imp_targets,NA,pheno_GFP_aggregatesize,FALSE
FBgn0000308,imp_targets,NA,pheno_Underproliferation,FALSE
FBgn0000308,imp_targets,NA,pheno_Overproliferation,FALSE
FBgn0000319,imp_targets,NA,pheno_NB_larger,FALSE
FBgn0000319,imp_targets,NA,pheno_NB_smaller,FALSE
FBgn0000319,imp_targets,NA,pheno_NB_less,FALSE
FBgn0000319,imp_targets,NA,pheno_NB_more,FALSE
FBgn0000319,imp_targets,NA,pheno_NB_abnormalshape,FALSE
FBgn0000319,imp_targets,NA,pheno_GMC_larger,FALSE
FBgn0000319,imp_targets,NA,pheno_GMC_smaller,FALSE
FBgn0000319,imp_targets,NA,pheno_GMC_shorterlineage,FALSE
FBgn0000319,imp_targets,NA,pheno_GMC_longerlineage,FALSE
FBgn0000319,imp_targets,NA,pheno_GMC_abnormalshape,FALSE
FBgn0000319,imp_targets,NA,pheno_GFP_aggregatenumber,FALSE
FBgn0000319,imp_targets,NA,pheno_GFP_aggregatesize,FALSE
FBgn0000319,imp_targets,NA,pheno_Underproliferation,FALSE
FBgn0000319,imp_targets,NA,pheno_Overproliferation,FALSE
FBgn0000370,imp_targets,NA,pheno_NB_larger,FALSE
FBgn0000370,imp_targets,NA,pheno_NB_smaller,FALSE
FBgn0000370,imp_targets,NA,pheno_NB_less,FALSE
FBgn0000370,imp_targets,NA,pheno_NB_more,FALSE
FBgn0000370,imp_targets,NA,pheno_NB_abnormalshape,FALSE
FBgn0000370,imp_targets,NA,pheno_GMC_larger,FALSE
FBgn0000370,imp_targets,NA,pheno_GMC_smaller,FALSE
FBgn0000370,imp_targets,NA,pheno_GMC_shorterlineage,FALSE
FBgn0000370,imp_targets,NA,pheno_GMC_longerlineage,FALSE
FBgn0000370,imp_targets,NA,pheno_GMC_abnormalshape,FALSE
FBgn0000370,imp_targets,NA,pheno_GFP_aggregatenumber,FALSE
FBgn0000370,imp_targets,NA,pheno_GFP_aggregatesize,FALSE
FBgn0000370,imp_targets,NA,pheno_Underproliferation,FALSE
FBgn0000370,imp_targets,NA,pheno_Overproliferation,FALSE
FBgn0000382,imp_targets,NA,pheno_NB_larger,FALSE
FBgn0000382,imp_targets,NA,pheno_NB_smaller,FALSE
FBgn0000382,imp_targets,NA,pheno_NB_less,FALSE
FBgn0000382,imp_targets,NA,pheno_NB_more,FALSE
FBgn0000382,imp_targets,NA,pheno_NB_abnormalshape,FALSE
FBgn0000382,imp_targets,NA,pheno_GMC_larger,FALSE
FBgn0000382,imp_targets,NA,pheno_GMC_smaller,FALSE
FBgn0000382,imp_targets,NA,pheno_GMC_shorterlineage,FALSE
FBgn0000382,imp_targets,NA,pheno_GMC_longerlineage,FALSE
FBgn0000382,imp_targets,NA,pheno_GMC_abnormalshape,FALSE
FBgn0000382,imp_targets,NA,pheno_GFP_aggregatenumber,FALSE
FBgn0000382,imp_targets,NA,pheno_GFP_aggregatesize,FALSE
FBgn0000382,imp_targets,NA,pheno_Underproliferation,FALSE
FBgn0000382,imp_targets,NA,pheno_Overproliferation,FALSE
FBgn0000412,imp_targets,NA,pheno_NB_larger,FALSE
FBgn0000412,imp_targets,NA,pheno_NB_smaller,FALSE
FBgn0000412,imp_targets,NA,pheno_NB_less,FALSE
FBgn0000412,imp_targets,NA,pheno_NB_more,FALSE
FBgn0000412,imp_targets,NA,pheno_NB_abnormalshape,FALSE
FBgn0000412,imp_targets,NA,pheno_GMC_larger,FALSE
FBgn0000412,imp_targets,NA,pheno_GMC_smaller,FALSE
FBgn0000412,imp_targets,NA,pheno_GMC_shorterlineage,FALSE
FBgn0000412,imp_targets,NA,pheno_GMC_longerlineage,FALSE
FBgn0000412,imp_targets,NA,pheno_GMC_abnormalshape,FALSE
FBgn0000412,imp_targets,NA,pheno_GFP_aggregatenumber,FALSE
FBgn0000412,imp_targets,NA,pheno_GFP_aggregatesize,FALSE
FBgn0000412,imp_targets,NA,pheno_Underproliferation,FALSE
FBgn0000412,imp_targets,NA,pheno_Overproliferation,FALSE
FBgn0000416,imp_targets,NA,pheno_NB_larger,FALSE
FBgn0000416,imp_targets,NA,pheno_NB_smaller,FALSE
FBgn0000416,imp_targets,NA,pheno_NB_less,FALSE
FBgn0000416,imp_targets,NA,pheno_NB_more,FALSE
FBgn0000416,imp_targets,NA,pheno_NB_abnormalshape,FALSE
FBgn0000416,imp_targets,NA,pheno_GMC_larger,FALSE
FBgn0000416,imp_targets,NA,pheno_GMC_smaller,FALSE
FBgn0000416,imp_targets,NA,pheno_GMC_shorterlineage,FALSE
FBgn0000416,imp_targets,NA,pheno_GMC_longerlineage,FALSE
FBgn0000416,imp_targets,NA,pheno_GMC_abnormalshape,FALSE
FBgn0000416,imp_targets,NA,pheno_GFP_aggregatenumber,FALSE
FBgn0000416,imp_targets,NA,pheno_GFP_aggregatesize,FALSE
FBgn0000416,imp_targets,NA,pheno_Underproliferation,FALSE
FBgn0000416,imp_targets,NA,pheno_Overproliferation,FALSE
FBgn0000448,imp_targets,NA,pheno_NB_larger,FALSE
FBgn0000448,imp_targets,NA,pheno_NB_smaller,FALSE
FBgn0000448,imp_targets,NA,pheno_NB_less,FALSE
FBgn0000448,imp_targets,NA,pheno_NB_more,FALSE
FBgn0000448,imp_targets,NA,pheno_NB_abnormalshape,FALSE
FBgn0000448,imp_targets,NA,pheno_GMC_larger,FALSE
FBgn0000448,imp_targets,NA,pheno_GMC_smaller,FALSE
FBgn0000448,imp_targets,NA,pheno_GMC_shorterlineage,FALSE
FBgn0000448,imp_targets,NA,pheno_GMC_longerlineage,FALSE
FBgn0000448,imp_targets,NA,pheno_GMC_abnormalshape,FALSE
