gene_id,RBP,gene_name,phenotype,is_phenotype
FBgn0261797,imp_targets,NA,pheno_GFP_aggregatenumber,FALSE
FBgn0261797,imp_targets,NA,pheno_GFP_aggregatesize,FALSE
FBgn0261797,imp_targets,NA,pheno_Underproliferation,FALSE
FBgn0261797,imp_targets,NA,pheno_Overproliferation,FALSE
FBgn0261800,imp_targets,NA,pheno_NB_larger,FALSE
FBgn0261800,imp_targets,NA,pheno_NB_smaller,FALSE
FBgn0261800,imp_targets,NA,pheno_NB_less,FALSE
FBgn0261800,imp_targets,NA,pheno_NB_more,FALSE
FBgn0261800,imp_targets,NA,pheno_NB_abnormalshape,FALSE
FBgn0261800,imp_targets,NA,pheno_GMC_larger,FALSE
FBgn0261800,imp_targets,NA,pheno_GMC_smaller,FALSE
FBgn0261800,imp_targets,NA,pheno_GMC_shorterlineage,FALSE
FBgn0261800,imp_targets,NA,pheno_GMC_longerlineage,FALSE
FBgn0261800,imp_targets,NA,pheno_GMC_abnormalshape,FALSE
FBgn0261800,imp_targets,NA,pheno_GFP_aggregatenumber,FALSE
FBgn0261800,imp_targets,NA,pheno_GFP_aggregatesize,FALSE
FBgn0261800,imp_targets,NA,pheno_Underproliferation,FALSE
FBgn0261800,imp_targets,NA,pheno_Overproliferation,FALSE
FBgn0261801,imp_targets,NA,pheno_NB_larger,FALSE
FBgn0261801,imp_targets,NA,pheno_NB_smaller,FALSE
FBgn0261801,imp_targets,NA,pheno_NB_less,FALSE
FBgn0261801,imp_targets,NA,pheno_NB_more,FALSE
FBgn0261801,imp_targets,NA,pheno_NB_abnormalshape,FALSE
FBgn0261801,imp_targets,NA,pheno_GMC_larger,FALSE
FBgn0261801,imp_targets,NA,pheno_GMC_smaller,FALSE
FBgn0261801,imp_targets,NA,pheno_GMC_shorterlineage,FALSE
FBgn0261801,imp_targets,NA,pheno_GMC_longerlineage,FALSE
FBgn0261801,imp_targets,NA,pheno_GMC_abnormalshape,FALSE
FBgn0261801,imp_targets,NA,pheno_GFP_aggregatenumber,FALSE
FBgn0261801,imp_targets,NA,pheno_GFP_aggregatesize,FALSE
FBgn0261801,imp_targets,NA,pheno_Underproliferation,FALSE
FBgn0261801,imp_targets,NA,pheno_Overproliferation,FALSE
FBgn0261804,imp_targets,NA,pheno_NB_larger,FALSE
FBgn0261804,imp_targets,NA,pheno_NB_smaller,FALSE
FBgn0261804,imp_targets,NA,pheno_NB_less,FALSE
FBgn0261804,imp_targets,NA,pheno_NB_more,FALSE
FBgn0261804,imp_targets,NA,pheno_NB_abnormalshape,FALSE
FBgn0261804,imp_targets,NA,pheno_GMC_larger,FALSE
FBgn0261804,imp_targets,NA,pheno_GMC_smaller,FALSE
FBgn0261804,imp_targets,NA,pheno_GMC_shorterlineage,FALSE
FBgn0261804,imp_targets,NA,pheno_GMC_longerlineage,FALSE
FBgn0261804,imp_targets,NA,pheno_GMC_abnormalshape,FALSE
FBgn0261804,imp_targets,NA,pheno_GFP_aggregatenumber,FALSE
FBgn0261804,imp_targets,NA,pheno_GFP_aggregatesize,FALSE
FBgn0261804,imp_targets,NA,pheno_Underproliferation,FALSE
FBgn0261804,imp_targets,NA,pheno_Overproliferation,FALSE
FBgn0261811,imp_targets,NA,pheno_NB_larger,FALSE
FBgn0261811,imp_targets,NA,pheno_NB_smaller,FALSE
FBgn0261811,imp_targets,NA,pheno_NB_less,FALSE
FBgn0261811,imp_targets,NA,pheno_NB_more,FALSE
FBgn0261811,imp_targets,NA,pheno_NB_abnormalshape,FALSE
FBgn0261811,imp_targets,NA,pheno_GMC_larger,FALSE
FBgn0261811,imp_targets,NA,pheno_GMC_smaller,FALSE
FBgn0261811,imp_targets,NA,pheno_GMC_shorterlineage,FALSE
FBgn0261811,imp_targets,NA,pheno_GMC_longerlineage,FALSE
FBgn0261811,imp_targets,NA,pheno_GMC_abnormalshape,FALSE
FBgn0261811,imp_targets,NA,pheno_GFP_aggregatenumber,FALSE
FBgn0261811,imp_targets,NA,pheno_GFP_aggregatesize,FALSE
FBgn0261811,imp_targets,NA,pheno_Underproliferation,FALSE
FBgn0261811,imp_targets,NA,pheno_Overproliferation,FALSE
FBgn0261822,imp_targets,NA,pheno_NB_larger,FALSE
FBgn0261822,imp_targets,NA,pheno_NB_smaller,FALSE
FBgn0261822,imp_targets,NA,pheno_NB_less,FALSE
FBgn0261822,imp_targets,NA,pheno_NB_more,FALSE
FBgn0261822,imp_targets,NA,pheno_NB_abnormalshape,FALSE
FBgn0261822,imp_targets,NA,pheno_GMC_larger,FALSE
FBgn0261822,imp_targets,NA,pheno_GMC_smaller,FALSE
FBgn0261822,imp_targets,NA,pheno_GMC_shorterlineage,FALSE
FBgn0261822,imp_targets,NA,pheno_GMC_longerlineage,FALSE
FBgn0261822,imp_targets,NA,pheno_GMC_abnormalshape,FALSE
FBgn0261822,imp_targets,NA,pheno_GFP_aggregatenumber,FALSE
FBgn0261822,imp_targets,NA,pheno_GFP_aggregatesize,FALSE
FBgn0261822,imp_targets,NA,pheno_Underproliferation,FALSE
FBgn0261822,imp_targets,NA,pheno_Overproliferation,FALSE
FBgn0261836,imp_targets,NA,pheno_NB_larger,FALSE
FBgn0261836,imp_targets,NA,pheno_NB_smaller,FALSE
FBgn0261836,imp_targets,NA,pheno_NB_less,FALSE
FBgn0261836,imp_targets,NA,pheno_NB_more,FALSE
FBgn0261836,imp_targets,NA,pheno_NB_abnormalshape,FALSE
FBgn0261836,imp_targets,NA,pheno_GMC_larger,FALSE
FBgn0261836,imp_targets,NA,pheno_GMC_smaller,FALSE
FBgn0261836,imp_targets,NA,pheno_GMC_shorterlineage,FALSE
FBgn0261836,imp_targets,NA,pheno_GMC_longerlineage,FALSE
FBgn0261836,imp_targets,NA,pheno_GMC_abnormalshape,FALSE
FBgn0261836,imp_targets,NA,pheno_GFP_aggregatenumber,FALSE
FBgn0261836,imp_targets,NA,pheno_GFP_aggregatesize,FALSE
FBgn0261836,imp_targets,NA,pheno_Underproliferation,FALSE
FBgn0261836,imp_targets,NA,pheno_Overproliferation,FALSE
FBgn0261854,imp_targets,NA,pheno_NB_larger,FALSE
FBgn0261854,imp_targets,NA,pheno_NB_smaller,FALSE
FBgn0261854,imp_targets,NA,pheno_NB_less,FALSE
FBgn0261854,imp_targets,NA,pheno_NB_more,FALSE
FBgn0261854,imp_targets,NA,pheno_NB_abnormalshape,FALSE
FBgn0261854,imp_targets,NA,pheno_GMC_larger,FALSE
FBgn0261854,imp_targets,NA,pheno_GMC_smaller,FALSE
FBgn0261854,imp_targets,NA,pheno_GMC_shorterlineage,FALSE
FBgn0261854,imp_targets,NA,pheno_GMC_longerlineage,FALSE
FBgn0261854,imp_targets,NA,pheno_GMC_abnormalshape,FALSE
FBgn0261854,imp_targets,NA,pheno_GFP_aggregatenumber,FALSE
FBgn0261854,imp_targets,NA,pheno_GFP_aggregatesize,FALSE
FBgn0261854,imp_targets,NA,pheno_Underproliferation,FALSE
FBgn0261854,imp_targets,NA,pheno_Overproliferation,FALSE
FBgn0261954,imp_targets,NA,pheno_NB_larger,FALSE
FBgn0261954,imp_targets,NA,pheno_NB_smaller,FALSE
FBgn0261954,imp_targets,NA,pheno_NB_less,FALSE
FBgn0261954,imp_targets,NA,pheno_NB_more,FALSE
FBgn0261954,imp_targets,NA,pheno_NB_abnormalshape,FALSE
FBgn0261954,imp_targets,NA,pheno_GMC_larger,FALSE
FBgn0261954,imp_targets,NA,pheno_GMC_smaller,FALSE
FBgn0261954,imp_targets,NA,pheno_GMC_shorterlineage,FALSE
FBgn0261954,imp_targets,NA,pheno_GMC_longerlineage,FALSE
FBgn0261954,imp_targets,NA,pheno_GMC_abnormalshape,FALSE
FBgn0261954,imp_targets,NA,pheno_GFP_aggregatenumber,FALSE
FBgn0261954,imp_targets,NA,pheno_GFP_aggregatesize,FALSE
FBgn0261954,imp_targets,NA,pheno_Underproliferation,FALSE
FBgn0261954,imp_targets,NA,pheno_Overproliferation,FALSE
FBgn0261955,imp_targets,NA,pheno_NB_larger,FALSE
FBgn0261955,imp_targets,NA,pheno_NB_smaller,FALSE
FBgn0261955,imp_targets,NA,pheno_NB_less,FALSE
FBgn0261955,imp_targets,NA,pheno_NB_more,FALSE
FBgn0261955,imp_targets,NA,pheno_NB_abnormalshape,FALSE
FBgn0261955,imp_targets,NA,pheno_GMC_larger,FALSE
FBgn0261955,imp_targets,NA,pheno_GMC_smaller,FALSE
FBgn0261955,imp_targets,NA,pheno_GMC_shorterlineage,FALSE
FBgn0261955,imp_targets,NA,pheno_GMC_longerlineage,FALSE
FBgn0261955,imp_targets,NA,pheno_GMC_abnormalshape,FALSE
FBgn0261955,imp_targets,NA,pheno_GFP_aggregatenumber,FALSE
FBgn0261955,imp_targets,NA,pheno_GFP_aggregatesize,FALSE
FBgn0261955,imp_targets,NA,pheno_Underproliferation,FALSE
FBgn0261955,imp_targets,NA,pheno_Overproliferation,FALSE
FBgn0262026,imp_targets,NA,pheno_NB_larger,FALSE
FBgn0262026,imp_targets,NA,pheno_NB_smaller,FALSE
FBgn0262026,imp_targets,NA,pheno_NB_less,FALSE
FBgn0262026,imp_targets,NA,pheno_NB_more,FALSE
FBgn0262026,imp_targets,NA,pheno_NB_abnormalshape,FALSE
FBgn0262026,imp_targets,NA,pheno_GMC_larger,FALSE
FBgn0262026,imp_targets,NA,pheno_GMC_smaller,FALSE
FBgn0262026,imp_targets,NA,pheno_GMC_shorterlineage,FALSE
FBgn0262026,imp_targets,NA,pheno_GMC_longerlineage,FALSE
FBgn0262026,imp_targets,NA,pheno_GMC_abnormalshape,FALSE
FBgn0262026,imp_targets,NA,pheno_GFP_aggregatenumber,FALSE
FBgn0262026,imp_targets,NA,pheno_GFP_aggregatesize,FALSE
FBgn0262026,imp_targets,NA,pheno_Underproliferation,FALSE
FBgn0262026,imp_targets,NA,pheno_Overproliferation,FALSE
FBgn0262124,imp_targets,NA,pheno_NB_larger,FALSE
FBgn0262124,imp_targets,NA,pheno_NB_smaller,FALSE
FBgn0262124,imp_targets,NA,pheno_NB_less,FALSE
FBgn0262124,imp_targets,NA,pheno_NB_more,FALSE
FBgn0262124,imp_targets,NA,pheno_NB_abnormalshape,FALSE
FBgn0262124,imp_targets,NA,pheno_GMC_larger,FALSE
FBgn0262124,imp_targets,NA,pheno_GMC_smaller,FALSE
FBgn0262124,imp_targets,NA,pheno_GMC_shorterlineage,FALSE
FBgn0262124,imp_targets,NA,pheno_GMC_longerlineage,FALSE
FBgn0262124,imp_targets,NA,pheno_GMC_abnormalshape,FALSE
FBgn0262124,imp_targets,NA,pheno_GFP_aggregatenumber,FALSE
FBgn0262124,imp_targets,NA,pheno_GFP_aggregatesize,FALSE
FBgn0262124,imp_targets,NA,pheno_Underproliferation,FALSE
FBgn0262124,imp_targets,NA,pheno_Overproliferation,FALSE
FBgn0262473,imp_targets,NA,pheno_NB_larger,FALSE
FBgn0262473,imp_targets,NA,pheno_NB_smaller,FALSE
FBgn0262473,imp_targets,NA,pheno_NB_less,FALSE
FBgn0262473,imp_targets,NA,pheno_NB_more,FALSE
FBgn0262473,imp_targets,NA,pheno_NB_abnormalshape,FALSE
FBgn0262473,imp_targets,NA,pheno_GMC_larger,FALSE
FBgn0262473,imp_targets,NA,pheno_GMC_smaller,FALSE
FBgn0262473,imp_targets,NA,pheno_GMC_shorterlineage,FALSE
FBgn0262473,imp_targets,NA,pheno_GMC_longerlineage,FALSE
FBgn0262473,imp_targets,NA,pheno_GMC_abnormalshape,FALSE
FBgn0262473,imp_targets,NA,pheno_GFP_aggregatenumber,FALSE
FBgn0262473,imp_targets,NA,pheno_GFP_aggregatesize,FALSE
FBgn0262473,imp_targets,NA,pheno_Underproliferation,FALSE
FBgn0262473,imp_targets,NA,pheno_Overproliferation,FALSE
FBgn0262476,imp_targets,NA,pheno_NB_larger,FALSE
FBgn0262476,imp_targets,NA,pheno_NB_smaller,FALSE
FBgn0262476,imp_targets,NA,pheno_NB_less,FALSE
FBgn0262476,imp_targets,NA,pheno_NB_more,FALSE
FBgn0262476,imp_targets,NA,pheno_NB_abnormalshape,FALSE
FBgn0262476,imp_targets,NA,pheno_GMC_larger,FALSE
FBgn0262476,imp_targets,NA,pheno_GMC_smaller,FALSE
FBgn0262476,imp_targets,NA,pheno_GMC_shorterlineage,FALSE
FBgn0262476,imp_targets,NA,pheno_GMC_longerlineage,FALSE
FBgn0262476,imp_targets,NA,pheno_GMC_abnormalshape,FALSE
FBgn0262476,imp_targets,NA,pheno_GFP_aggregatenumber,FALSE
FBgn0262476,imp_targets,NA,pheno_GFP_aggregatesize,FALSE
FBgn0262476,imp_targets,NA,pheno_Underproliferation,FALSE
FBgn0262476,imp_targets,NA,pheno_Overproliferation,FALSE
FBgn0262483,imp_targets,NA,pheno_NB_larger,FALSE
FBgn0262483,imp_targets,NA,pheno_NB_smaller,FALSE
FBgn0262483,imp_targets,NA,pheno_NB_less,FALSE
FBgn0262483,imp_targets,NA,pheno_NB_more,FALSE
FBgn0262483,imp_targets,NA,pheno_NB_abnormalshape,FALSE
FBgn0262483,imp_targets,NA,pheno_GMC_larger,FALSE
FBgn0262483,imp_targets,NA,pheno_GMC_smaller,FALSE
FBgn0262483,imp_targets,NA,pheno_GMC_shorterlineage,FALSE
FBgn0262483,imp_targets,NA,pheno_GMC_longerlineage,FALSE
FBgn0262483,imp_targets,NA,pheno_GMC_abnormalshape,FALSE
FBgn0262483,imp_targets,NA,pheno_GFP_aggregatenumber,FALSE
FBgn0262483,imp_targets,NA,pheno_GFP_aggregatesize,FALSE
FBgn0262483,imp_targets,NA,pheno_Underproliferation,FALSE
FBgn0262483,imp_targets,NA,pheno_Overproliferation,FALSE
FBgn0262511,imp_targets,NA,pheno_NB_larger,FALSE
FBgn0262511,imp_targets,NA,pheno_NB_smaller,FALSE
FBgn0262511,imp_targets,NA,pheno_NB_less,FALSE
FBgn0262511,imp_targets,NA,pheno_NB_more,FALSE
FBgn0262511,imp_targets,NA,pheno_NB_abnormalshape,FALSE
FBgn0262511,imp_targets,NA,pheno_GMC_larger,FALSE
FBgn0262511,imp_targets,NA,pheno_GMC_smaller,FALSE
FBgn0262511,imp_targets,NA,pheno_GMC_shorterlineage,FALSE
FBgn0262511,imp_targets,NA,pheno_GMC_longerlineage,FALSE
FBgn0262511,imp_targets,NA,pheno_GMC_abnormalshape,FALSE
FBgn0262511,imp_targets,NA,pheno_GFP_aggregatenumber,FALSE
FBgn0262511,imp_targets,NA,pheno_GFP_aggregatesize,FALSE
FBgn0262511,imp_targets,NA,pheno_Underproliferation,FALSE
FBgn0262511,imp_targets,NA,pheno_Overproliferation,FALSE
FBgn0262515,imp_targets,NA,pheno_NB_larger,FALSE
FBgn0262515,imp_targets,NA,pheno_NB_smaller,FALSE
FBgn0262515,imp_targets,NA,pheno_NB_less,FALSE
FBgn0262515,imp_targets,NA,pheno_NB_more,FALSE
FBgn0262515,imp_targets,NA,pheno_NB_abnormalshape,FALSE
FBgn0262515,imp_targets,NA,pheno_GMC_larger,FALSE
FBgn0262515,imp_targets,NA,pheno_GMC_smaller,FALSE
FBgn0262515,imp_targets,NA,pheno_GMC_shorterlineage,FALSE
FBgn0262515,imp_targets,NA,pheno_GMC_longerlineage,FALSE
FBgn0262515,imp_targets,NA,pheno_GMC_abnormalshape,FALSE
FBgn0262515,imp_targets,NA,pheno_GFP_aggregatenumber,FALSE
FBgn0262515,imp_targets,NA,pheno_GFP_aggregatesize,FALSE
FBgn0262515,imp_targets,NA,pheno_Underproliferation,FALSE
FBgn0262515,imp_targets,NA,pheno_Overproliferation,FALSE
FBgn0262518,imp_targets,NA,pheno_NB_larger,FALSE
FBgn0262518,imp_targets,NA,pheno_NB_smaller,FALSE
FBgn0262518,imp_targets,NA,pheno_NB_less,FALSE
FBgn0262518,imp_targets,NA,pheno_NB_more,FALSE
FBgn0262518,imp_targets,NA,pheno_NB_abnormalshape,FALSE
FBgn0262518,imp_targets,NA,pheno_GMC_larger,FALSE
FBgn0262518,imp_targets,NA,pheno_GMC_smaller,FALSE
FBgn0262518,imp_targets,NA,pheno_GMC_shorterlineage,FALSE
FBgn0262518,imp_targets,NA,pheno_GMC_longerlineage,FALSE
FBgn0262518,imp_targets,NA,pheno_GMC_abnormalshape,FALSE
FBgn0262518,imp_targets,NA,pheno_GFP_aggregatenumber,FALSE
FBgn0262518,imp_targets,NA,pheno_GFP_aggregatesize,FALSE
FBgn0262518,imp_targets,NA,pheno_Underproliferation,FALSE
FBgn0262518,imp_targets,NA,pheno_Overproliferation,FALSE
FBgn0262579,imp_targets,NA,pheno_NB_larger,FALSE
FBgn0262579,imp_targets,NA,pheno_NB_smaller,FALSE
FBgn0262579,imp_targets,NA,pheno_NB_less,FALSE
FBgn0262579,imp_targets,NA,pheno_NB_more,FALSE
FBgn0262579,imp_targets,NA,pheno_NB_abnormalshape,FALSE
FBgn0262579,imp_targets,NA,pheno_GMC_larger,FALSE
FBgn0262579,imp_targets,NA,pheno_GMC_smaller,FALSE
FBgn0262579,imp_targets,NA,pheno_GMC_shorterlineage,FALSE
FBgn0262579,imp_targets,NA,pheno_GMC_longerlineage,FALSE
FBgn0262579,imp_targets,NA,pheno_GMC_abnormalshape,FALSE
FBgn0262579,imp_targets,NA,pheno_GFP_aggregatenumber,FALSE
FBgn0262579,imp_targets,NA,pheno_GFP_aggregatesize,FALSE
FBgn0262579,imp_targets,NA,pheno_Underproliferation,FALSE
FBgn0262579,imp_targets,NA,pheno_Overproliferation,FALSE
FBgn0262582,imp_targets,NA,pheno_NB_larger,FALSE
FBgn0262582,imp_targets,NA,pheno_NB_smaller,FALSE
FBgn0262582,imp_targets,NA,pheno_NB_less,FALSE
FBgn0262582,imp_targets,NA,pheno_NB_more,FALSE
FBgn0262582,imp_targets,NA,pheno_NB_abnormalshape,FALSE
FBgn0262582,imp_targets,NA,pheno_GMC_larger,FALSE
FBgn0262582,imp_targets,NA,pheno_GMC_smaller,FALSE
FBgn0262582,imp_targets,NA,pheno_GMC_shorterlineage,FALSE
FBgn0262582,imp_targets,NA,pheno_GMC_longerlineage,FALSE
FBgn0262582,imp_targets,NA,pheno_GMC_abnormalshape,FALSE
FBgn0262582,imp_targets,NA,pheno_GFP_aggregatenumber,FALSE
FBgn0262582,imp_targets,NA,pheno_GFP_aggregatesize,FALSE
FBgn0262582,imp_targets,NA,pheno_Underproliferation,FALSE
FBgn0262582,imp_targets,NA,pheno_Overproliferation,FALSE
FBgn0262593,imp_targets,NA,pheno_NB_larger,FALSE
FBgn0262593,imp_targets,NA,pheno_NB_smaller,FALSE
FBgn0262593,imp_targets,NA,pheno_NB_less,FALSE
FBgn0262593,imp_targets,NA,pheno_NB_more,FALSE
FBgn0262593,imp_targets,NA,pheno_NB_abnormalshape,FALSE
FBgn0262593,imp_targets,NA,pheno_GMC_larger,FALSE
FBgn0262593,imp_targets,NA,pheno_GMC_smaller,FALSE
FBgn0262593,imp_targets,NA,pheno_GMC_shorterlineage,FALSE
FBgn0262593,imp_targets,NA,pheno_GMC_longerlineage,FALSE
FBgn0262593,imp_targets,NA,pheno_GMC_abnormalshape,FALSE
FBgn0262593,imp_targets,NA,pheno_GFP_aggregatenumber,FALSE
FBgn0262593,imp_targets,NA,pheno_GFP_aggregatesize,FALSE
FBgn0262593,imp_targets,NA,pheno_Underproliferation,FALSE
FBgn0262593,imp_targets,NA,pheno_Overproliferation,FALSE
FBgn0262617,imp_targets,NA,pheno_NB_larger,FALSE
FBgn0262617,imp_targets,NA,pheno_NB_smaller,FALSE
FBgn0262617,imp_targets,NA,pheno_NB_less,FALSE
FBgn0262617,imp_targets,NA,pheno_NB_more,FALSE
FBgn0262617,imp_targets,NA,pheno_NB_abnormalshape,FALSE
FBgn0262617,imp_targets,NA,pheno_GMC_larger,FALSE
FBgn0262617,imp_targets,NA,pheno_GMC_smaller,FALSE
FBgn0262617,imp_targets,NA,pheno_GMC_shorterlineage,FALSE
FBgn0262617,imp_targets,NA,pheno_GMC_longerlineage,FALSE
FBgn0262617,imp_targets,NA,pheno_GMC_abnormalshape,FALSE
FBgn0262617,imp_targets,NA,pheno_GFP_aggregatenumber,FALSE
FBgn0262617,imp_targets,NA,pheno_GFP_aggregatesize,FALSE
FBgn0262617,imp_targets,NA,pheno_Underproliferation,FALSE
FBgn0262617,imp_targets,NA,pheno_Overproliferation,FALSE
FBgn0262656,imp_targets,NA,pheno_NB_larger,FALSE
FBgn0262656,imp_targets,NA,pheno_NB_smaller,FALSE
FBgn0262656,imp_targets,NA,pheno_NB_less,FALSE
FBgn0262656,imp_targets,NA,pheno_NB_more,FALSE
FBgn0262656,imp_targets,NA,pheno_NB_abnormalshape,FALSE
FBgn0262656,imp_targets,NA,pheno_GMC_larger,FALSE
FBgn0262656,imp_targets,NA,pheno_GMC_smaller,FALSE
FBgn0262656,imp_targets,NA,pheno_GMC_shorterlineage,FALSE
FBgn0262656,imp_targets,NA,pheno_GMC_longerlineage,FALSE
FBgn0262656,imp_targets,NA,pheno_GMC_abnormalshape,FALSE
FBgn0262656,imp_targets,NA,pheno_GFP_aggregatenumber,FALSE
FBgn0262656,imp_targets,NA,pheno_GFP_aggregatesize,FALSE
FBgn0262656,imp_targets,NA,pheno_Underproliferation,FALSE
FBgn0262656,imp_targets,NA,pheno_Overproliferation,FALSE
FBgn0262716,imp_targets,NA,pheno_NB_larger,FALSE
FBgn0262716,imp_targets,NA,pheno_NB_smaller,FALSE
FBgn0262716,imp_targets,NA,pheno_NB_less,FALSE
FBgn0262716,imp_targets,NA,pheno_NB_more,FALSE
FBgn0262716,imp_targets,NA,pheno_NB_abnormalshape,FALSE
FBgn0262716,imp_targets,NA,pheno_GMC_larger,FALSE
FBgn0262716,imp_targets,NA,pheno_GMC_smaller,FALSE
FBgn0262716,imp_targets,NA,pheno_GMC_shorterlineage,FALSE
FBgn0262716,imp_targets,NA,pheno_GMC_longerlineage,FALSE
FBgn0262716,imp_targets,NA,pheno_GMC_abnormalshape,FALSE
FBgn0262716,imp_targets,NA,pheno_GFP_aggregatenumber,FALSE
FBgn0262716,imp_targets,NA,pheno_GFP_aggregatesize,FALSE
FBgn0262716,imp_targets,NA,pheno_Underproliferation,FALSE
FBgn0262716,imp_targets,NA,pheno_Overproliferation,FALSE
FBgn0262728,imp_targets,NA,pheno_NB_larger,FALSE
FBgn0262728,imp_targets,NA,pheno_NB_smaller,FALSE
FBgn0262728,imp_targets,NA,pheno_NB_less,FALSE
FBgn0262728,imp_targets,NA,pheno_NB_more,FALSE
FBgn0262728,imp_targets,NA,pheno_NB_abnormalshape,FALSE
FBgn0262728,imp_targets,NA,pheno_GMC_larger,FALSE
FBgn0262728,imp_targets,NA,pheno_GMC_smaller,FALSE
FBgn0262728,imp_targets,NA,pheno_GMC_shorterlineage,FALSE
FBgn0262728,imp_targets,NA,pheno_GMC_longerlineage,FALSE
FBgn0262728,imp_targets,NA,pheno_GMC_abnormalshape,FALSE
FBgn0262728,imp_targets,NA,pheno_GFP_aggregatenumber,FALSE
FBgn0262728,imp_targets,NA,pheno_GFP_aggregatesize,FALSE
FBgn0262728,imp_targets,NA,pheno_Underproliferation,FALSE
FBgn0262728,imp_targets,NA,pheno_Overproliferation,FALSE
FBgn0262730,imp_targets,NA,pheno_NB_larger,FALSE
FBgn0262730,imp_targets,NA,pheno_NB_smaller,FALSE
FBgn0262730,imp_targets,NA,pheno_NB_less,FALSE
FBgn0262730,imp_targets,NA,pheno_NB_more,FALSE
FBgn0262730,imp_targets,NA,pheno_NB_abnormalshape,FALSE
FBgn0262730,imp_targets,NA,pheno_GMC_larger,FALSE
FBgn0262730,imp_targets,NA,pheno_GMC_smaller,FALSE
FBgn0262730,imp_targets,NA,pheno_GMC_shorterlineage,FALSE
FBgn0262730,imp_targets,NA,pheno_GMC_longerlineage,FALSE
FBgn0262730,imp_targets,NA,pheno_GMC_abnormalshape,FALSE
FBgn0262730,imp_targets,NA,pheno_GFP_aggregatenumber,FALSE
FBgn0262730,imp_targets,NA,pheno_GFP_aggregatesize,FALSE
FBgn0262730,imp_targets,NA,pheno_Underproliferation,FALSE
FBgn0262730,imp_targets,NA,pheno_Overproliferation,FALSE
FBgn0262732,imp_targets,NA,pheno_NB_larger,FALSE
FBgn0262732,imp_targets,NA,pheno_NB_smaller,FALSE
FBgn0262732,imp_targets,NA,pheno_NB_less,FALSE
FBgn0262732,imp_targets,NA,pheno_NB_more,FALSE
FBgn0262732,imp_targets,NA,pheno_NB_abnormalshape,FALSE
FBgn0262732,imp_targets,NA,pheno_GMC_larger,FALSE
FBgn0262732,imp_targets,NA,pheno_GMC_smaller,FALSE
FBgn0262732,imp_targets,NA,pheno_GMC_shorterlineage,FALSE
FBgn0262732,imp_targets,NA,pheno_GMC_longerlineage,FALSE
FBgn0262732,imp_targets,NA,pheno_GMC_abnormalshape,FALSE
FBgn0262732,imp_targets,NA,pheno_GFP_aggregatenumber,FALSE
FBgn0262732,imp_targets,NA,pheno_GFP_aggregatesize,FALSE
FBgn0262732,imp_targets,NA,pheno_Underproliferation,FALSE
FBgn0262732,imp_targets,NA,pheno_Overproliferation,FALSE
FBgn0262733,imp_targets,NA,pheno_NB_larger,FALSE
FBgn0262733,imp_targets,NA,pheno_NB_smaller,FALSE
FBgn0262733,imp_targets,NA,pheno_NB_less,FALSE
FBgn0262733,imp_targets,NA,pheno_NB_more,FALSE
FBgn0262733,imp_targets,NA,pheno_NB_abnormalshape,FALSE
FBgn0262733,imp_targets,NA,pheno_GMC_larger,FALSE
FBgn0262733,imp_targets,NA,pheno_GMC_smaller,FALSE
FBgn0262733,imp_targets,NA,pheno_GMC_shorterlineage,FALSE
FBgn0262733,imp_targets,NA,pheno_GMC_longerlineage,FALSE
FBgn0262733,imp_targets,NA,pheno_GMC_abnormalshape,FALSE
FBgn0262733,imp_targets,NA,pheno_GFP_aggregatenumber,FALSE
FBgn0262733,imp_targets,NA,pheno_GFP_aggregatesize,FALSE
FBgn0262733,imp_targets,NA,pheno_Underproliferation,FALSE
FBgn0262733,imp_targets,NA,pheno_Overproliferation,FALSE
FBgn0262734,imp_targets,NA,pheno_NB_larger,FALSE
FBgn0262734,imp_targets,NA,pheno_NB_smaller,FALSE
FBgn0262734,imp_targets,NA,pheno_NB_less,FALSE
FBgn0262734,imp_targets,NA,pheno_NB_more,FALSE
FBgn0262734,imp_targets,NA,pheno_NB_abnormalshape,FALSE
FBgn0262734,imp_targets,NA,pheno_GMC_larger,FALSE
FBgn0262734,imp_targets,NA,pheno_GMC_smaller,FALSE
FBgn0262734,imp_targets,NA,pheno_GMC_shorterlineage,FALSE
FBgn0262734,imp_targets,NA,pheno_GMC_longerlineage,FALSE
FBgn0262734,imp_targets,NA,pheno_GMC_abnormalshape,FALSE
FBgn0262734,imp_targets,NA,pheno_GFP_aggregatenumber,FALSE
FBgn0262734,imp_targets,NA,pheno_GFP_aggregatesize,FALSE
FBgn0262734,imp_targets,NA,pheno_Underproliferation,FALSE
FBgn0262734,imp_targets,NA,pheno_Overproliferation,FALSE
FBgn0262736,imp_targets,NA,pheno_NB_larger,FALSE
FBgn0262736,imp_targets,NA,pheno_NB_smaller,FALSE
FBgn0262736,imp_targets,NA,pheno_NB_less,FALSE
FBgn0262736,imp_targets,NA,pheno_NB_more,FALSE
FBgn0262736,imp_targets,NA,pheno_NB_abnormalshape,FALSE
FBgn0262736,imp_targets,NA,pheno_GMC_larger,FALSE
FBgn0262736,imp_targets,NA,pheno_GMC_smaller,FALSE
FBgn0262736,imp_targets,NA,pheno_GMC_shorterlineage,FALSE
FBgn0262736,imp_targets,NA,pheno_GMC_longerlineage,FALSE
FBgn0262736,imp_targets,NA,pheno_GMC_abnormalshape,FALSE
