file_name,cell_id,cell_area,channel,nb_rna,depth,gene,genotype,compartment
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0001,442,4852,2,9,shallow,mamo,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0001,452,5408,2,49,shallow,mamo,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0001,573,6681,2,12,shallow,mamo,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,16,5523,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,21,6148,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,39,12693,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,41,2584,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,45,2937,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,50,5392,1,3,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,52,5972,1,3,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,63,7475,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,77,10187,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,79,5934,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,85,6671,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,87,23566,1,19,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,90,4053,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,94,2087,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,95,7296,1,3,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,104,11606,1,3,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,110,4481,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,118,5645,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,120,7806,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,122,5733,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,125,2531,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,144,8154,1,3,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,147,8461,1,3,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,148,4678,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,151,5058,1,3,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,168,8177,1,3,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,194,7891,1,3,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,199,5655,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,209,5760,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,227,4182,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,229,15338,1,5,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,242,7138,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,256,5246,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,261,10157,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,269,6476,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,270,6096,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,273,4740,1,3,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,275,4908,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,277,7439,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,290,5726,1,3,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,298,10182,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,308,4794,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,313,6886,1,4,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,314,2037,1,3,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,322,9830,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,323,6853,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,327,2971,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,328,4246,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,332,6124,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,334,3903,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,337,5910,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,339,6670,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,340,5287,1,3,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,341,6334,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,344,4530,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,345,8040,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,347,12560,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,351,8358,1,4,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,353,6099,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,354,7193,1,4,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,356,4669,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,357,5011,1,3,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,360,3890,1,3,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,361,8450,1,3,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,362,7523,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,364,6574,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,365,6286,1,8,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,370,5778,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,371,4760,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,372,5333,1,3,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,379,8416,1,12,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,390,13322,1,11,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,398,7250,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,402,7936,1,4,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,409,11997,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,415,2834,1,3,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,418,4780,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,421,5977,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,427,5367,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,428,4262,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,429,7736,1,3,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,433,4947,1,3,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,434,5541,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,435,5021,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,437,5560,1,3,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,440,4586,1,44,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,441,4702,1,16,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,442,5901,1,8,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,443,5011,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,444,11769,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,446,3711,1,3,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,450,6782,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,454,6263,1,8,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,455,7248,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,461,4726,1,27,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,462,6742,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,465,4578,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,466,6715,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,484,3388,1,3,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,486,3620,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,490,4985,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,491,3263,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,494,3544,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,497,5856,1,3,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,498,4278,1,3,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,504,5365,1,3,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,505,4265,1,3,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,508,7889,1,9,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,511,3056,1,3,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,512,8177,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,514,3228,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,517,7169,1,3,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,521,7392,1,3,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,522,7095,1,3,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,526,5404,1,9,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,530,4304,1,3,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,540,6828,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,548,9504,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,552,3151,1,3,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,553,3202,1,3,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,560,6559,1,2,shallow,ldh,imp RNAi,CB
20241009_insc-imp-KD_CB_DAPI__ldh_mamo_100x_0002,564,1880,1,2,shallow,ldh,imp RNAi,CB
