entry,name,area,mean,min,max,intden,rawintden,clone,norm_density
18,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_002.tiff:0036-0197-0620:36,7.012e-7,1725.916,985,2623,0.001,10312347,Wildtype,0.8370861188261324
19,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_002.tiff:0044-1027-0874:44,1.129e-6,1403.689,937,2205,0.002,13507703,Wildtype,0.6040670672309221
20,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_002.tiff:0044-1252-0953:44,1.284e-6,1459.29,828,2299,0.002,15970474,Wildtype,0.6443216159868468
21,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_002.tiff:0024-0629-0242:24,6.818e-7,1894.843,1232,2728,0.001,11007144,Wildtype,0.9592313078076756
22,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_002.tiff:0032-0529-0325:32,6.89e-7,1692.111,984,2565,0.001,9934385,Wildtype,0.8126017567025362
1,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_003.tiff:0041-0513-0502:44,1.127e-6,2188.209,1340,3335,0.002,21004618,syp RNAi clone,1.1710923357362217
2,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_003.tiff:0089-0188-0261:92,1.009e-6,1501.107,925,2081,0.002,12905015,syp RNAi clone,0.6742172268749733
3,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_003.tiff:0085-0074-0680:88,8.752e-7,1349.907,833,1875,0.001,10066256,syp RNAi clone,0.5647567586264601
4,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_003.tiff:0029-0793-1339:32,1.104e-6,1408.883,888,2436,0.002,13259001,syp RNAi clone,0.6079465176696239
5,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_003.tiff:0029-1325-0996:32,1.347e-6,1570.268,1043,2761,0.002,18020400,syp RNAi clone,0.7242016749422148
6,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_003.tiff:0029-1429-1110:32,1.505e-6,1372.395,959,2373,0.002,17595473,syp RNAi clone,0.5808736993382342
7,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_003.tiff:0025-1578-1497:28,9.333e-7,1128.112,711,2241,0.001,8970748,syp RNAi clone,0.4041822217187167
8,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_003.tiff:0021-1312-1401:24,7.355e-7,1213.696,777,3430,8.927e-4,7606235,syp RNAi clone,0.4661861168467835
1,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_003.tiff:0024-1119-0986:24,9.232e-7,1681.468,1090,2482,0.002,13226425,Wildtype,0.8047982999315767
2,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_003.tiff:0036-1530-1062:36,9.152e-7,1313.945,812,2480,0.001,10246144,Wildtype,0.5387444657852801
3,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_003.tiff:0032-1728-1230:32,1.341e-6,1245.218,855,2009,0.002,14226618,Wildtype,0.4889049206444964
4,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_003.tiff:0040-1589-1267:40,1.054e-6,1361.397,913,2393,0.001,12228065,Wildtype,0.5732465133489524
5,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_003.tiff:0052-1829-1094:52,1.142e-6,1129.76,729,1696,0.001,10995953,Wildtype,0.40561151600985196
6,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_003.tiff:0036-1323-1677:36,8.537e-7,1133.896,793,1684,9.68e-4,8247958,Wildtype,0.40839373645538934
7,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_003.tiff:0028-1223-1780:28,6.612e-7,1225.486,742,2084,8.103e-4,6904388,Wildtype,0.47473603575006657
8,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_003.tiff:0028-1174-1471:28,7.958e-7,1363.534,826,2387,0.001,9246124,Wildtype,0.5746972062946314
9,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_003.tiff:0036-0777-1633:36,7.916e-7,1730.59,1188,2581,0.001,11672827,Wildtype,0.8404128668806695
10,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_003.tiff:0040-0949-1165:40,1.814e-6,1528.924,1005,2599,0.003,23634107,Wildtype,0.6945094100228502
11,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_003.tiff:0036-0936-1036:36,8.259e-7,1664.836,1069,2746,0.001,11715450,Wildtype,0.7927627994435835
12,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_003.tiff:0036-0587-1299:36,1.033e-6,1339.04,912,2079,0.001,11783556,Wildtype,0.556723580965515
13,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_003.tiff:0028-0497-1182:28,1.178e-6,1761.536,859,2808,0.002,17685817,Wildtype,0.8631472749275632
14,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_003.tiff:0032-0431-0819:32,1.056e-6,2048.752,1277,3044,0.002,18440820,Wildtype,1.0712760007023543
15,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_003.tiff:0032-0573-0894:32,8.449e-7,1651.132,922,2526,0.001,11886499,Wildtype,0.7828602574623481
16,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_003.tiff:0068-0259-0916:68,1.001e-6,1724.776,903,2684,0.002,14705440,Wildtype,0.8357297161709071
17,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_003.tiff:0072-0837-0864:72,1.282e-6,1579.833,1086,2560,0.002,17259674,Wildtype,0.7314164250227487
18,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_003.tiff:0048-0449-1000:48,1.242e-6,1723.026,996,2424,0.002,18231343,Wildtype,0.83473310609984
19,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_003.tiff:0056-0944-1340:56,1.682e-6,1280.816,801,2069,0.002,18357941,Wildtype,0.5148536095031266
1,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_004.tiff:0049-0735-0797:52,1.618e-6,1916.276,1236,2696,0.003,26421618,syp RNAi clone,0.9749980671773211
2,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_004.tiff:0061-1547-0742:64,1.023e-6,1397.889,953,3191,0.001,12189595,syp RNAi clone,0.5999231601536266
3,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_004.tiff:0041-1722-0949:44,1.009e-6,1394.446,991,2159,0.001,11985263,syp RNAi clone,0.5967640304590229
4,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_004.tiff:0033-0937-0223:36,7.834e-7,1711.474,1108,2396,0.001,11424090,syp RNAi clone,0.8265492008119874
1,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_004.tiff:0012-1224-0487:12,8.944e-7,1709.921,970,2781,0.002,13031307,Wildtype,0.8254601953831091
2,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_004.tiff:0012-0968-0488:12,9.32e-7,2301.246,1428,3341,0.002,18274196,Wildtype,1.2535009492608475
3,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_004.tiff:0020-1027-0635:20,5.521e-7,1999.605,1251,2726,0.001,9406144,Wildtype,1.0350904666604435
4,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_004.tiff:0024-0844-0844:24,1.468e-6,2287.537,1610,3605,0.003,28607936,Wildtype,1.2433206934168033
5,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_004.tiff:0020-1089-0861:20,9.482e-7,2321.674,1452,3568,0.002,18756803,Wildtype,1.2682836121401397
6,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_004.tiff:0028-1472-1046:28,8.552e-7,2026.273,1213,3145,0.002,14765450,Wildtype,1.05450278526086
7,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_004.tiff:0048-1914-0883:48,1.287e-6,1377.768,969,2207,0.002,15107228,Wildtype,0.5848658512784751
8,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_004.tiff:0036-1831-0796:36,6.975e-7,1346.231,895,1978,9.39e-4,8000651,Wildtype,0.5621060501243984
9,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_004.tiff:0052-1508-0514:52,8.603e-7,1310.901,930,2097,0.001,9608902,Wildtype,0.5365115808159846
10,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_004.tiff:0048-1462-0801:48,1.196e-6,1631.618,1088,3510,0.002,16624556,Wildtype,0.7685517398977384
11,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_004.tiff:0020-1466-0247:20,7.88e-7,1548.887,948,2520,0.001,10399224,Wildtype,0.7088062573393915
12,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_004.tiff:0024-1131-1078:24,9.943e-7,3047.315,1425,4468,0.003,25816855,Wildtype,1.7936775554707096
13,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_004.tiff:0020-0661-1010:20,9.307e-7,3120.753,2056,4415,0.003,24747568,Wildtype,1.846818719204643
14,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_004.tiff:0032-0584-0868:32,1.218e-6,2471.759,1675,3551,0.003,25656863,Wildtype,1.3773210931595397
15,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_004.tiff:0032-0171-1015:32,8.965e-7,2374.89,1133,3374,0.002,18141786,Wildtype,1.3069234212316416
16,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_004.tiff:0032-0407-0491:32,7.958e-7,2148.102,1372,3000,0.002,14566279,Wildtype,1.1427387792344599
17,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_004.tiff:0024-0353-0851:24,6.78e-7,2497.083,1415,3789,0.002,14425647,Wildtype,1.3953359809094812
18,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_004.tiff:0020-0555-1241:20,1.054e-6,3559.986,1558,5298,0.004,31975790,Wildtype,2.165221466445699
19,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_004.tiff:0048-0662-0629:48,1.311e-6,2301.348,1068,3266,0.003,25710657,Wildtype,1.2538390138359663
1,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_005.tiff:0033-0949-1332:36,1.392e-6,3086.305,1837,4817,0.004,36609754,syp RNAi clone,1.8221638708844257
2,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_005.tiff:0037-0675-1550:40,1.098e-6,2472.149,1751,3892,0.003,23136839,syp RNAi clone,1.3779204991975917
3,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_005.tiff:0029-0767-1674:32,1.182e-6,2348.574,1020,3710,0.003,23661887,syp RNAi clone,1.2884240397535243
4,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_005.tiff:0037-0890-1783:40,1.19e-6,2393.671,1595,3537,0.003,24264643,syp RNAi clone,1.320027303523154
5,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_005.tiff:0065-0891-1559:68,1.34e-6,2214.034,1437,3209,0.003,25277630,syp RNAi clone,1.1903178146163444
6,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_005.tiff:0085-0492-1714:88,8.072e-7,1977.877,1412,2743,0.002,13603839,syp RNAi clone,1.0194639412628428
1,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_005.tiff:0072-1251-1332:72,1.354e-6,1861.478,1270,3053,0.003,21483322,Wildtype,0.9356369952695696
2,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_005.tiff:0068-1093-1309:68,1.318e-6,3209.2,1945,4461,0.004,36036111,Wildtype,1.910650436602706
3,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_005.tiff:0032-0599-1111:32,1.123e-6,3145.397,1948,4705,0.004,30110881,Wildtype,1.8657345655276778
4,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_005.tiff:0040-0753-1130:40,1.02e-6,3226.543,2129,4482,0.003,28038655,Wildtype,1.9231720274507498
5,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_005.tiff:0032-0647-0905:32,7.062e-7,5249.041,2338,7207,0.004,31583477,Wildtype,3.387547061537352
6,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_005.tiff:0040-0445-0947:40,8.672e-7,2864.908,2019,4139,0.002,21168806,Wildtype,1.6616078161117405
7,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_005.tiff:0040-0353-0789:40,7.42e-7,2468.271,1698,3612,0.002,15604408,Wildtype,1.374385547784095
8,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_005.tiff:0044-0225-0832:44,1.077e-6,2153.399,1394,3191,0.002,19753125,Wildtype,1.1458769321994924
9,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_005.tiff:0024-0280-0632:24,1.255e-6,2375.876,1331,3440,0.003,25414749,Wildtype,1.3081605287525286
10,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_005.tiff:0028-0347-1354:28,7.255e-7,2415.059,1707,3456,0.002,14929896,Wildtype,1.336027911467426
11,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_005.tiff:0024-0475-1508:24,9.965e-7,2441.44,1406,3825,0.002,20730271,Wildtype,1.3550876188052876
12,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_005.tiff:0028-0987-1500:28,7.014e-7,2541.755,1581,3560,0.002,15189527,Wildtype,1.42756014545282
13,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_005.tiff:0044-0823-1424:44,1.513e-6,2569.731,1616,3936,0.004,33139249,Wildtype,1.4485469726411635
14,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_005.tiff:0036-1485-1522:36,5.965e-7,1398.114,996,2339,8.34e-4,7106615,Wildtype,0.5997802587874749
1,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_006.tiff:0032-1528-0952:32,1.39e-6,2361.451,1304,3602,0.003,27959574,syp RNAi clone,1.2966052251240885
2,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_006.tiff:0056-1439-0745:56,1.64e-6,1743.542,1179,2644,0.003,24360772,syp RNAi clone,0.8496119293441713
3,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_006.tiff:0032-0435-0650:32,1.668e-6,1806.983,1058,2723,0.003,25686258,syp RNAi clone,0.8959459548970368
4,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_006.tiff:0028-0954-0506:28,1.223e-6,2109.69,1290,3241,0.003,21993515,syp RNAi clone,1.1154897553679757
5,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_006.tiff:0028-1066-0313:28,1.407e-6,1987.652,1347,2983,0.003,23835917,syp RNAi clone,1.0269267205947816
6,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_006.tiff:0040-0525-0190:40,7.026e-7,1792.796,1165,3021,0.001,10733469,syp RNAi clone,0.8855244862697846
7,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_006.tiff:0084-0382-0624:84,9.626e-7,1505.424,1082,2103,0.001,12347485,syp RNAi clone,0.6773880350158541
1,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_006.tiff:0051-1426-0542:52,1.078e-6,1991.936,1277,2923,0.002,18301911,Wildtype,1.030045395400629
2,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_006.tiff:0055-1305-0526:56,1.068e-6,2070.801,1304,2995,0.002,18852575,Wildtype,1.0873628190367262
3,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_006.tiff:0047-1902-1079:48,1.435e-6,1822.057,875,2775,0.003,22271000,Wildtype,0.9061783612685145
4,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_006.tiff:0055-1875-0875:56,8.435e-7,1798.37,953,2598,0.002,12924883,Wildtype,0.8894445394754806
5,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_006.tiff:0023-1819-1002:24,6.641e-7,1799.901,1098,3200,0.001,10185641,Wildtype,0.8906843150172802
6,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_006.tiff:0027-1131-0746:28,1.189e-6,2347.662,1500,3448,0.003,23788857,Wildtype,1.287483621146572
7,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_006.tiff:0019-1226-0838:20,1.142e-6,2307.711,1173,3374,0.003,22460953,Wildtype,1.2586482351796036
8,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_006.tiff:0031-1023-0640:32,1.49e-6,2124.851,1378,3303,0.003,26968603,Wildtype,1.1253872125765267
9,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_006.tiff:0039-0930-0704:40,1.272e-6,2073.898,1262,3070,0.003,22472759,Wildtype,1.0886407151137114
10,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_006.tiff:0023-1181-0479:24,9.331e-7,2123.853,1200,3281,0.002,16886759,Wildtype,1.1251957679295213
11,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_006.tiff:0027-0547-0634:28,1.063e-6,1893.681,1337,2744,0.002,17152960,Wildtype,0.958562352637948
12,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_006.tiff:0023-0423-0783:24,1.209e-6,1874.432,1241,2712,0.002,19316022,Wildtype,0.945008952852438
13,20230717_FOGFP_DAPI_GFP_Phal_Puro_60x_006.tiff:0047-0337-0774:48,9.059e-7,1717.961,1209,2423,0.002,13260944,Wildtype,0.8312832960098367
1,20230724_FOGFP-syp-temp_DAPI_GFP_Phal_Puro_60x_001.tiff:0027-1387-1173:28,7.714e-7,567.352,359,952,4.377e-4,3729202,syp RNAi clone,1.203487689754751
2,20230724_FOGFP-syp-temp_DAPI_GFP_Phal_Puro_60x_001.tiff:0031-1092-1434:32,9.334e-7,572.978,370,921,5.348e-4,4556892,syp RNAi clone,1.2215893419434858
3,20230724_FOGFP-syp-temp_DAPI_GFP_Phal_Puro_60x_001.tiff:0027-1064-1015:28,9.1e-7,572.85,358,1010,5.213e-4,4441882,syp RNAi clone,1.2212681209719665
4,20230724_FOGFP-syp-temp_DAPI_GFP_Phal_Puro_60x_001.tiff:0067-1187-1047:68,1.092e-6,533.619,365,855,5.826e-4,4964257,syp RNAi clone,1.0940914849388885
